# -*- coding: utf-8 -*-,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
# A datafile created by Gustav!,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,
# Experiment: fNIRSandGerbils,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,
# Vocoded speech in spatially-separated speech or noise maskers.,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,
# $comments,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
S,Trial,Date,Block,Condition,masker,Soundfile,Ear,Times,,,,,,,,
nooverlappilot2,32,6/1/2023,32,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\unscrambled\44_unscrambled.wav,b,3.546,9.281,11.356,,,,,,
nooverlappilot2,33,6/1/2023,33,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\scrambled\30_scrambled.wav,b,2.532,10.221,12.164,,,,,,
nooverlappilot2,34,6/1/2023,34,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\unscrambled\45_unscrambled.wav,b,5.638,10.495,13.129,,,,,,
nooverlappilot2,35,6/1/2023,35,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\scrambled\31_scrambled.wav,b,3.162,10.578,12.659,,,,,,
nooverlappilot2,36,6/1/2023,36,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\unscrambled\46_unscrambled.wav,b,2.23,3.624,8.116,10.67,,,,,
nooverlappilot2,37,6/1/2023,37,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\scrambled\32_scrambled.wav,b,4.626,8.033,12.606,,,,,,
nooverlappilot2,38,6/1/2023,38,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\unscrambled\47_unscrambled.wav,b,2.573,6.896,9.593,,,,,,
nooverlappilot2,39,6/1/2023,39,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\scrambled\34_scrambled.wav,b,4.733,8.051,12.546,,,,,,
nooverlappilot2,40,6/1/2023,40,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\unscrambled\48_unscrambled.wav,b,4.321,7.73,10.43,13.28,,,,,
nooverlappilot2,41,6/1/2023,41,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\scrambled\37_scrambled.wav,b,3.693,7.155,8.998,,,,,,
nooverlappilot2,42,6/1/2023,42,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\unscrambled\6_unscrambled.wav,b,5.726,7.723,11.971,,,,,,
nooverlappilot2,43,6/1/2023,43,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\scrambled\43_scrambled.wav,b,4.623,7.55,10.872,,,,,,
nooverlappilot2,44,6/1/2023,44,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\unscrambled\7_unscrambled.wav,b,3.7,7.103,12.534,,,,,,
nooverlappilot2,45,6/1/2023,45,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\scrambled\4_scrambled.wav,b,2.933,6.101,12.589,,,,,,
nooverlappilot2,46,6/1/2023,46,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\unscrambled\8_unscrambled.wav,b,3.566,6.341,11.749,,,,,,
nooverlappilot2,47,6/1/2023,47,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\scrambled\5_scrambled.wav,b,4.631,9.435,11.435,,,,,,
nooverlappilot2,48,6/1/2023,48,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot2\unscrambled\9_unscrambled.wav,b,3.315,6.09,11.73,,,,,,
nooverlappilot3,1,6/8/2023,1,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\10_scrambled.wav,b,2.643,8.625,11.064,,,,,,
nooverlappilot3,2,6/8/2023,2,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\13_unscrambled.wav,b,3.255,8.112,13.46,,,,,,
nooverlappilot3,3,6/8/2023,3,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\11_scrambled.wav,b,3.564,6.215,8.095,,,,,,
nooverlappilot3,4,6/8/2023,4,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\17_unscrambled.wav,b,5.083,8.234,13.116,,,,,,
nooverlappilot3,5,6/8/2023,5,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\12_scrambled.wav,b,6.106,8.116,11.097,,,,,,
nooverlappilot3,6,6/8/2023,6,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\20_unscrambled.wav,b,2.02,10.084,13.202,,,,,,
nooverlappilot3,7,6/8/2023,7,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\14_scrambled.wav,b,3.121,6.099,9.052,,,,,,
nooverlappilot3,8,6/8/2023,8,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\22_unscrambled.wav,b,2.15,6.101,12.124,,,,,,
nooverlappilot3,9,6/8/2023,9,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\15_scrambled.wav,b,5.62,10.03,12.1,,,,,,
nooverlappilot3,10,6/8/2023,10,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\23_unscrambled.wav,b,2.094,7.675,10.625,,,,,,
nooverlappilot3,11,6/8/2023,11,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\16_scrambled.wav,b,5.091,8.137,10.054,12.572,,,,,
nooverlappilot3,12,6/8/2023,12,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\26_unscrambled.wav,b,2.181,7.593,9.793,,,,,,
nooverlappilot3,13,6/8/2023,13,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\18_scrambled.wav,b,2.101,6.549,11.105,,,,,,
nooverlappilot3,14,6/8/2023,14,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\33_unscrambled.wav,b,4.632,7.19,9.194,,,,,,
nooverlappilot3,15,6/8/2023,15,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\19_scrambled.wav,b,2.066,7.436,9.087,,,,,,
nooverlappilot3,16,6/8/2023,16,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\35_unscrambled.wav,b,7.098,9.548,12.556,,,,,,
nooverlappilot3,17,6/8/2023,17,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\1_scrambled.wav,b,4.683,7.104,12.022,,,,,,
nooverlappilot3,18,6/8/2023,18,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\36_unscrambled.wav,b,2.7,5.149,10.618,12.562,,,,,
nooverlappilot3,19,6/8/2023,19,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\21_scrambled.wav,b,5.121,7.121,11.607,,,,,,
nooverlappilot3,20,6/8/2023,20,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\38_unscrambled.wav,b,4.551,7.593,10.094,,,,,,
nooverlappilot3,21,6/8/2023,21,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\24_scrambled.wav,b,7.156,10.591,12.612,,,,,,
nooverlappilot3,22,6/8/2023,22,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\39_unscrambled.wav,b,4.565,7.57,10.123,,,,,,
nooverlappilot3,23,6/8/2023,23,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\25_scrambled.wav,b,3.576,9.654,12.048,,,,,,
nooverlappilot3,24,6/8/2023,24,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\3_unscrambled.wav,b,7.688,10.129,12.079,,,,,,
nooverlappilot3,25,6/8/2023,25,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\27_scrambled.wav,b,3.483,7.593,11.595,,,,,,
nooverlappilot3,26,6/8/2023,26,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\40_unscrambled.wav,b,3.043,10.754,13.286,,,,,,
nooverlappilot3,27,6/8/2023,27,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\28_scrambled.wav,b,7.62,9.559,12.611,,,,,,
nooverlappilot3,28,6/8/2023,28,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\41_unscrambled.wav,b,6.211,10.452,13.231,,,,,,
nooverlappilot3,29,6/8/2023,29,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\29_scrambled.wav,b,3.076,5.585,10.086,,,,,,
nooverlappilot3,30,6/8/2023,30,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\42_unscrambled.wav,b,2.609,4.837,7.109,12.87,,,,,
nooverlappilot3,31,6/8/2023,31,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\2_scrambled.wav,b,3.125,7.579,10.06,,,,,,
nooverlappilot3,32,6/8/2023,32,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\44_unscrambled.wav,b,3.613,7.552,9.045,11.196,,,,,
nooverlappilot3,33,6/8/2023,33,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\30_scrambled.wav,b,2.083,10.083,12.094,,,,,,
nooverlappilot3,34,6/8/2023,34,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\45_unscrambled.wav,b,5.754,10.181,13.222,,,,,,
nooverlappilot3,35,6/8/2023,35,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\31_scrambled.wav,b,2.072,10.6,12.67,,,,,,
nooverlappilot3,36,6/8/2023,36,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\46_unscrambled.wav,b,3.594,5.264,8.164,10.234,14.336,,,,
nooverlappilot3,37,6/8/2023,37,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\32_scrambled.wav,b,4.658,8.139,12.769,,,,,,
nooverlappilot3,38,6/8/2023,38,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\47_unscrambled.wav,b,3.056,6.751,9.702,,,,,,
nooverlappilot3,39,6/8/2023,39,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\34_scrambled.wav,b,4.846,8.298,12.615,,,,,,
nooverlappilot3,40,6/8/2023,40,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\48_unscrambled.wav,b,4.032,10.822,13.236,,,,,,
nooverlappilot3,41,6/8/2023,41,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\37_scrambled.wav,b,3.691,7.127,9.188,,,,,,
nooverlappilot3,42,6/8/2023,42,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\6_unscrambled.wav,b,5.688,7.679,9.719,11.72,,,,,
nooverlappilot3,43,6/8/2023,43,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\43_scrambled.wav,b,4.592,7.65,10.657,,,,,,
nooverlappilot3,44,6/8/2023,44,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\7_unscrambled.wav,b,3.732,7.109,10.181,12.342,,,,,
nooverlappilot3,45,6/8/2023,45,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\4_scrambled.wav,b,2.6,6.078,12.551,,,,,,
nooverlappilot3,46,6/8/2023,46,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\8_unscrambled.wav,b,4.129,6.079,11.667,,,,,,
nooverlappilot3,47,6/8/2023,47,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\scrambled\5_scrambled.wav,b,4.622,9.162,11.162,,,,,,
nooverlappilot3,48,6/8/2023,48,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nooverlappilot3\unscrambled\9_unscrambled.wav,b,3.188,6.109,11.58,,,,,,
nobehaviorpilot1,1,7/24/2023,1,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\101_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,2,7/24/2023,2,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\100_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,1,7/24/2023,1,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\101_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,2,7/24/2023,2,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\100_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,3,7/24/2023,3,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\103_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,4,7/24/2023,4,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\102_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,5,7/24/2023,5,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\104_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,6,7/24/2023,6,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\105_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,7,7/24/2023,7,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\10_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,8,7/24/2023,8,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\106_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,9,7/24/2023,9,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\110_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,10,7/24/2023,10,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\107_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,11,7/24/2023,11,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\111_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,12,7/24/2023,12,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\108_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,13,7/24/2023,13,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\115_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,14,7/24/2023,14,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\109_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,15,7/24/2023,15,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\116_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,16,7/24/2023,16,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\10_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,17,7/24/2023,17,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\117_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,18,7/24/2023,18,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\112_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,19,7/24/2023,19,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\118_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,20,7/24/2023,20,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\113_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,21,7/24/2023,21,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\11_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,22,7/24/2023,22,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\114_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,23,7/24/2023,23,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\121_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,24,7/24/2023,24,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\119_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,25,7/24/2023,25,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\123_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,26,7/24/2023,26,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\11_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,27,7/24/2023,27,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\127_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,28,7/24/2023,28,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\120_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,29,7/24/2023,29,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\12_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,30,7/24/2023,30,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\122_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,31,7/24/2023,31,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\130_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,32,7/24/2023,32,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\124_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,33,7/24/2023,33,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\132_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,34,7/24/2023,34,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\125_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,35,7/24/2023,35,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\136_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,36,7/24/2023,36,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\126_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,37,7/24/2023,37,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\138_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,38,7/24/2023,38,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\128_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,39,7/24/2023,39,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\13_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,40,7/24/2023,40,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\129_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,41,7/24/2023,41,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\142_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,42,7/24/2023,42,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\131_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,43,7/24/2023,43,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\143_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,44,7/24/2023,44,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\133_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,45,7/24/2023,45,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\17_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,46,7/24/2023,46,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\134_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,47,7/24/2023,47,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\18_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,48,7/24/2023,48,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\135_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,49,7/24/2023,49,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\19_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,50,7/24/2023,50,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\137_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,51,7/24/2023,51,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\1_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,52,7/24/2023,52,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\139_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,53,7/24/2023,53,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\20_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,54,7/24/2023,54,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\140_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,55,7/24/2023,55,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\21_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,56,7/24/2023,56,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\141_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,57,7/24/2023,57,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\22_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,58,7/24/2023,58,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\144_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,59,7/24/2023,59,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\29_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,60,7/24/2023,60,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\14_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,61,7/24/2023,61,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\2_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,62,7/24/2023,62,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\15_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,63,7/24/2023,63,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\30_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,64,7/24/2023,64,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\16_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,65,7/24/2023,65,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\33_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,66,7/24/2023,66,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\1_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,67,7/24/2023,67,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\35_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,68,7/24/2023,68,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\23_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,69,7/24/2023,69,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\36_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,70,7/24/2023,70,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\24_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,71,7/24/2023,71,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\37_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,72,7/24/2023,72,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\25_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,73,7/24/2023,73,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\3_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,74,7/24/2023,74,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\26_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,75,7/24/2023,75,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\40_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,76,7/24/2023,76,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\27_unscrambled.wav,b,,,,,,,,,
nobehaviorpilot1,77,7/24/2023,77,1,scrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\scrambled\41_scrambled.wav,b,,,,,,,,,
nobehaviorpilot1,78,7/24/2023,78,2,unscrambled,D:\Experiments\fNIRSandGerbils\stim\s_nobehaviorpilot1\unscrambled\28_unscrambled.wav,b,,,,,,,,,
